"Date (UTC)","Solar 50Hertz","Solar Amprion","Solar Tennet","Solar Transnet BW"
2020-12-31T23:00:00.000Z,0,0,0,0
2020-12-31T23:15:00.000Z,0,0,0,0
2020-12-31T23:30:00.000Z,0,0,0,0
2020-12-31T23:45:00.000Z,0,0,0,0
2021-01-01T00:00:00.000Z,0,0,0,0
2021-01-01T00:15:00.000Z,0,0,0,0
2021-01-01T00:30:00.000Z,0,0,0,0
2021-01-01T00:45:00.000Z,0,0,0,0
2021-01-01T01:00:00.000Z,0,0,0,0
2021-01-01T01:15:00.000Z,0,0,0,0
2021-01-01T01:30:00.000Z,0,0,0,0
2021-01-01T01:45:00.000Z,0,0,0,0
2021-01-01T02:00:00.000Z,0,0,0,0
2021-01-01T02:15:00.000Z,0,0,0,0
2021-01-01T02:30:00.000Z,0,0,0,0
2021-01-01T02:45:00.000Z,0,0,0,0
2021-01-01T03:00:00.000Z,0,0,0,0
2021-01-01T03:15:00.000Z,0,0,0,0
2021-01-01T03:30:00.000Z,0,0,0,0
2021-01-01T03:45:00.000Z,0,0,0,0
2021-01-01T04:00:00.000Z,0,0,0,0
2021-01-01T04:15:00.000Z,0,0,0,0
2021-01-01T04:30:00.000Z,0,0,0,0
2021-01-01T04:45:00.000Z,0,0,0,0
2021-01-01T05:00:00.000Z,0,0,0,0
2021-01-01T05:15:00.000Z,0,0,0,0
2021-01-01T05:30:00.000Z,0,0,0,0
2021-01-01T05:45:00.000Z,0,0,0,0
2021-01-01T06:00:00.000Z,0,0,0,0
2021-01-01T06:15:00.000Z,0,0,0,0
2021-01-01T06:30:00.000Z,0,0,0,0
2021-01-01T06:45:00.000Z,0,0,0.001,0
2021-01-01T07:00:00.000Z,0.001,0.001,0.02,0
2021-01-01T07:15:00.000Z,0.008,0.004,0.071,0
2021-01-01T07:30:00.000Z,0.042,0.021,0.139,0.013
2021-01-01T07:45:00.000Z,0.086,0.064,0.271,0.035
2021-01-01T08:00:00.000Z,0.136,0.147,0.426,0.07
2021-01-01T08:15:00.000Z,0.198,0.244,0.581,0.114
2021-01-01T08:30:00.000Z,0.302,0.356,0.743,0.164
2021-01-01T08:45:00.000Z,0.388,0.479,0.889,0.218
2021-01-01T09:00:00.000Z,0.463,0.6,1.058,0.281
2021-01-01T09:15:00.000Z,0.543,0.695,1.243,0.322
2021-01-01T09:30:00.000Z,0.617,0.755,1.449,0.376
2021-01-01T09:45:00.000Z,0.683,0.819,1.633,0.409
2021-01-01T10:00:00.000Z,0.746,0.884,1.783,0.447
2021-01-01T10:15:00.000Z,0.8,0.946,1.909,0.484
2021-01-01T10:30:00.000Z,0.831,0.983,2.057,0.513
2021-01-01T10:45:00.000Z,0.846,1.02,2.202,0.5
2021-01-01T11:00:00.000Z,0.867,1.049,2.337,0.532
2021-01-01T11:15:00.000Z,0.905,1.067,2.403,0.511
2021-01-01T11:30:00.000Z,0.912,1.068,2.386,0.508
2021-01-01T11:45:00.000Z,0.862,1.034,2.363,0.503
2021-01-01T12:00:00.000Z,0.794,0.989,2.315,0.473
2021-01-01T12:15:00.000Z,0.761,0.922,2.25,0.457
2021-01-01T12:30:00.000Z,0.693,0.871,2.172,0.423
2021-01-01T12:45:00.000Z,0.609,0.805,2.033,0.371
2021-01-01T13:00:00.000Z,0.523,0.713,1.828,0.318
2021-01-01T13:15:00.000Z,0.426,0.63,1.606,0.292
2021-01-01T13:30:00.000Z,0.346,0.542,1.372,0.248
2021-01-01T13:45:00.000Z,0.267,0.457,1.12,0.212
2021-01-01T14:00:00.000Z,0.185,0.366,0.862,0.183
2021-01-01T14:15:00.000Z,0.116,0.277,0.579,0.15
2021-01-01T14:30:00.000Z,0.062,0.189,0.339,0.11
2021-01-01T14:45:00.000Z,0.022,0.112,0.156,0.071
2021-01-01T15:00:00.000Z,0.004,0.049,0.052,0.034
2021-01-01T15:15:00.000Z,0,0.013,0.01,0.009
2021-01-01T15:30:00.000Z,0,0.002,0.001,0
2021-01-01T15:45:00.000Z,0,0,0,0
2021-01-01T16:00:00.000Z,0,0,0,0
2021-01-01T16:15:00.000Z,0,0,0,0
2021-01-01T16:30:00.000Z,0,0,0,0
2021-01-01T16:45:00.000Z,0,0,0,0
2021-01-01T17:00:00.000Z,0,0,0,0
2021-01-01T17:15:00.000Z,0,0,0,0
2021-01-01T17:30:00.000Z,0,0,0,0
2021-01-01T17:45:00.000Z,0,0,0,0
2021-01-01T18:00:00.000Z,0,0,0,0
2021-01-01T18:15:00.000Z,0,0,0,0
2021-01-01T18:30:00.000Z,0,0,0,0
2021-01-01T18:45:00.000Z,0,0,0,0
2021-01-01T19:00:00.000Z,0,0,0,0
2021-01-01T19:15:00.000Z,0,0,0,0
2021-01-01T19:30:00.000Z,0,0,0,0
2021-01-01T19:45:00.000Z,0,0,0,0
2021-01-01T20:00:00.000Z,0,0,0,0
2021-01-01T20:15:00.000Z,0,0,0,0
2021-01-01T20:30:00.000Z,0,0,0,0
2021-01-01T20:45:00.000Z,0,0,0,0
2021-01-01T21:00:00.000Z,0,0,0,0
2021-01-01T21:15:00.000Z,0,0,0,0
2021-01-01T21:30:00.000Z,0,0,0,0
2021-01-01T21:45:00.000Z,0,0,0,0
2021-01-01T22:00:00.000Z,0,0,0,0
2021-01-01T22:15:00.000Z,0,0,0,0
2021-01-01T22:30:00.000Z,0,0,0,0
2021-01-01T22:45:00.000Z,0,0,0,0
2021-01-01T23:00:00.000Z,0,0,0,0
2021-01-01T23:15:00.000Z,0,0,0,0
2021-01-01T23:30:00.000Z,0,0,0,0
2021-01-01T23:45:00.000Z,0,0,0,0
2021-01-02T00:00:00.000Z,0,0,0,0
2021-01-02T00:15:00.000Z,0,0,0,0
2021-01-02T00:30:00.000Z,0,0,0,0
2021-01-02T00:45:00.000Z,0,0,0,0
2021-01-02T01:00:00.000Z,0,0,0,0
2021-01-02T01:15:00.000Z,0,0,0,0
2021-01-02T01:30:00.000Z,0,0,0,0
2021-01-02T01:45:00.000Z,0,0,0,0
2021-01-02T02:00:00.000Z,0,0,0,0
2021-01-02T02:15:00.000Z,0,0,0,0
2021-01-02T02:30:00.000Z,0,0,0,0
2021-01-02T02:45:00.000Z,0,0,0,0
2021-01-02T03:00:00.000Z,0,0,0,0
2021-01-02T03:15:00.000Z,0,0,0,0
2021-01-02T03:30:00.000Z,0,0,0,0
2021-01-02T03:45:00.000Z,0,0,0,0
2021-01-02T04:00:00.000Z,0,0,0,0
2021-01-02T04:15:00.000Z,0,0,0,0
2021-01-02T04:30:00.000Z,0,0,0,0
2021-01-02T04:45:00.000Z,0,0,0,0
2021-01-02T05:00:00.000Z,0,0,0,0
2021-01-02T05:15:00.000Z,0,0,0,0
2021-01-02T05:30:00.000Z,0,0,0,0
2021-01-02T05:45:00.000Z,0,0,0,0
2021-01-02T06:00:00.000Z,0,0,0,0
2021-01-02T06:15:00.000Z,0,0,0,0
2021-01-02T06:30:00.000Z,0,0,0,0
2021-01-02T06:45:00.000Z,0,0,0.001,0
2021-01-02T07:00:00.000Z,0.001,0,0.034,0
2021-01-02T07:15:00.000Z,0.012,0.002,0.061,0
2021-01-02T07:30:00.000Z,0.085,0.012,0.07,0.006
2021-01-02T07:45:00.000Z,0.177,0.031,0.107,0.021
2021-01-02T08:00:00.000Z,0.261,0.067,0.188,0.046
2021-01-02T08:15:00.000Z,0.366,0.115,0.282,0.072
2021-01-02T08:30:00.000Z,0.443,0.176,0.39,0.102
2021-01-02T08:45:00.000Z,0.545,0.245,0.497,0.134
2021-01-02T09:00:00.000Z,0.672,0.314,0.578,0.171
2021-01-02T09:15:00.000Z,0.835,0.375,0.655,0.206
2021-01-02T09:30:00.000Z,0.943,0.433,0.723,0.235
